"","ObjectID","full_addr","County"
"2331236",2331236,"3421 W THIRD ST, AFTON WI 53501","Rock County"
"2331276",2331276,"5409 S COUNTY ROAD D APT B, AFTON WI 53501","Rock County"
"2331331",2331331,"2938 S LUCAS ST, HANOVER WI 99999","Rock County"
"2331366",2331366,"5012 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"2331420",2331420,"4905 W PITT RD, AFTON WI 53501","Rock County"
"2331450",2331450,"3724 W PITT RD, AFTON WI 53501","Rock County"
"2331451",2331451,"5117 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"2331458",2331458,"5217 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"2331473",2331473,"3715 W FIFTH ST, AFTON WI 53501","Rock County"
"2331489",2331489,"5025 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"2331532",2331532,"5329 S MADISON ST, AFTON WI 53501","Rock County"
"2331581",2331581,"5216 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"2331609",2331609,"5103 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"2331651",2331651,"5316 S COUNTY ROAD D, AFTON WI 53501-9700","Rock County"
"2331668",2331668,"5220 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"2331673",2331673,"3538 W THIRD ST, AFTON WI 53501","Rock County"
"2331681",2331681,"5030 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"2331704",2331704,"5409 S COUNTY ROAD D APT A, AFTON WI 53501","Rock County"
"2331705",2331705,"3723 W SIXTH ST, AFTON WI 53501","Rock County"
"2331770",2331770,"3413 W THIRD ST, AFTON WI 53501","Rock County"
"2331815",2331815,"3513 W THIRD ST, AFTON WI 53501","Rock County"
"2331849",2331849,"5409 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"2332019",2332019,"1407 E L T TOWNLINE RD, BELOIT WI 99999","Rock County"
"2332203",2332203,"N2665 COUNTY ROAD QQ UNIT OH333, KING WI 54946-0600","Waupaca County"
"2332291",2332291,"36 FOREST DR APT 609, LAKE DELTON WI 53940","Sauk County"
"2332535",2332535,"225 GALENA RD, FOOTVILLE WI 53537","Rock County"
"2332602",2332602,"121 W FOOTVILLE HANOVER RD, FOOTVILLE WI 53537","Rock County"
"2332630",2332630,"507 DEPOT ST, FOOTVILLE WI 53537","Rock County"
"2332668",2332668,"221 CLOVER LN, JANESVILLE WI 53537","Rock County"
"2332674",2332674,"115 W FOOTVILLE HANOVER RD, FOOTVILLE WI 99999","Rock County"
"2332708",2332708,"5000 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"2333626",2333626,"64 DAKOTA RDG, LAKE DELTON WI 53940","Sauk County"
"2333642",2333642,"E11520A HILLMAN RD, LAKE DELTON WI 53940","Sauk County"
"2333903",2333903,"1325 ELIZABETH AVE, LAKE DELTON WI 53940","Sauk County"
"2333984",2333984,"S1421 COUNTY ROAD A, LAKE DELTON WI 53940","Sauk County"
"2334597",2334597,"33041 FULTON ST, GOTHAM WI 53540-9716","Richland County"
"2335952",2335952,"199 FIELDSTONE DR APT 206, LAKE DELTON WI 53940","Sauk County"
"2335961",2335961,"115 FOREST DR APT 1001, LAKE DELTON WI 53940","Sauk County"
"2335976",2335976,"112 FOREST DR APT 816, LAKE DELTON WI 53940","Sauk County"
"2335978",2335978,"52 FIELDSTONE DR 502, LAKE DELTON WI 53940","Sauk County"
"2335999",2335999,"17 DAKOTA RDG, LAKE DELTON WI 53940","Sauk County"
"2336010",2336010,"212 XANADU RD UNIT 502, LAKE DELTON WI 53940","Sauk County"
"2336020",2336020,"111 LAKE SHORE DR 18, LAKE DELTON WI 53940","Sauk County"
"2336031",2336031,"85 GRAND CANYON DR 108, LAKE DELTON WI 53940","Sauk County"
"2336033",2336033,"135 GRAND CANYON DR APT 205, LAKE DELTON WI 53940","Sauk County"
"2336054",2336054,"S1085 CLARA AVE 26, LAKE DELTON WI 53940","Sauk County"
"2336055",2336055,"1197 BUNKER RD 214A, LAKE DELTON WI 53940","Sauk County"
"2336061",2336061,"114 MATHEW ST, LAKE DELTON WI 53940","Sauk County"
"2336070",2336070,"34 MATHEW ST, LAKE DELTON WI 53940","Sauk County"
"2336076",2336076,"104 SUNSET CIR, LAKE DELTON WI 53940","Sauk County"
"2336082",2336082,"24 S BIRNEY ST 15, LAKE DELTON WI 53940","Sauk County"
"2336094",2336094,"227 FIELDSTONE DR APT 108, LAKE DELTON WI 53940","Sauk County"
"2336104",2336104,"711 XANADU RD, LAKE DELTON WI 53940","Sauk County"
"2336120",2336120,"20 SUGAR BOWL LN, LAKE DELTON WI 53940","Sauk County"
"2336131",2336131,"45 BUNKER RD, LAKE DELTON WI 53940","Sauk County"
"2336136",2336136,"27 EAGLES NEST, LAKE DELTON WI 53940","Sauk County"
"2336140",2336140,"212 XANADU RD UNIT 707, LAKE DELTON WI 53940","Sauk County"
"2336142",2336142,"60 MATHEW ST, LAKE DELTON WI 53940","Sauk County"
"2336148",2336148,"71 FOREST DR APT 1112, LAKE DELTON WI 53940","Sauk County"
"2336149",2336149,"231 XANADU RD, LAKE DELTON WI 53940","Sauk County"
"2336155",2336155,"199 FIELDSTONE DR UNIT 212, LAKE DELTON WI 53940","Sauk County"
"2336156",2336156,"10 N BURRITT AVE 2, LAKE DELTON WI 53940","Sauk County"
"2336167",2336167,"199 FIELDSTONE DR 209, LAKE DELTON WI 53940","Sauk County"
"2336171",2336171,"231 N BURRITT AVE 11, LAKE DELTON WI 53940","Sauk County"
"2336173",2336173,"227 FIELDSTONE DR 102, LAKE DELTON WI 53940","Sauk County"
"2336181",2336181,"1197 BUNKER RD APT 202A, LAKE DELTON WI 53940","Sauk County"
"2336190",2336190,"269 BERRY LN UNIT 5, LAKE DELTON WI 53940","Sauk County"
"2336201",2336201,"65 WILD TURKEY RD, LAKE DELTON WI 53940","Sauk County"
"2336222",2336222,"554 BLASS LAKE DR, LAKE DELTON WI 53940","Sauk County"
"2336235",2336235,"47 FIELDSTONE DR 407, LAKE DELTON WI 53940","Sauk County"
"2336240",2336240,"135 GRAND CANYON DR 117, LAKE DELTON WI 53940","Sauk County"
"2336247",2336247,"315 OAKBROOK DR, LAKE DELTON WI 53940","Sauk County"
"2336249",2336249,"130 MATHEW ST, LAKE DELTON WI 53940","Sauk County"
"2336251",2336251,"212 XANADU RD APT 504, LAKE DELTON WI 53940","Sauk County"
"2336252",2336252,"1770 WISCONSIN DELLS PKWY 17, LAKE DELTON WI 53940","Sauk County"
"2336255",2336255,"112 FOREST DR APT 810, LAKE DELTON WI 53940","Sauk County"
"2336259",2336259,"18 EAGLES NEST, LAKE DELTON WI 53940","Sauk County"
"2336614",2336614,"116 E MAPLE AVE, LIME RIDGE WI 53942","Sauk County"
"2336620",2336620,"123 E MAPLE AVE, LIME RIDGE WI 53942","Sauk County"
"2336625",2336625,"353 S MAIN ST, LIME RIDGE WI 53942","Sauk County"
"2336629",2336629,"205 MCDONOUGH LN, LIME RIDGE WI 53942","Sauk County"
"2336641",2336641,"119 E MAPLE AVE, LIME RIDGE WI 53942","Sauk County"
"2337336",2337336,"547 MCKINLEY ST APT 4, SPRING GREEN WI 54444","Sauk County"
"2337345",2337345,"547 MCKINLEY ST APT 9, SPRING GREEN WI 54444","Sauk County"
"2337633",2337633,"N2665 COUNTY ROAD QQ UNIT AH328A, KING WI 54946","Waupaca County"
"2337873",2337873,"876 COUNTY ROAD J, FRIENDSHIP WI 54444","Adams County"
"2338407",2338407,"2211 PINE ST, DELLWOOD WI 53927","Adams County"
"2339332",2339332,"441 KENDRA DR, WYOCENA WI 53969","Columbia County"
"2339439",2339439,"W5911 MAIN ST, PACKWAUKEE WI 53953","Marquette County"
"2339500",2339500,"514 W WISCONSIN ST UNIT 1/2, PORTAGE WI 99999","Columbia County"
"2339813",2339813,"85B GRAND CANYON DR APT 205, LAKE DELTON WI 53940","Sauk County"
"2340243",2340243,"448 KENDRA DR, WYOCENA WI 53969","Columbia County"
"2341426",2341426,"135C GRAND CANYON DR APT 203, LAKE DELTON WI 53940","Sauk County"
"2341519",2341519,"112 FOREST DR APT 804, LAKE DELTON WI 53940","Sauk County"
"2341864",2341864,"153 FIELDSTONE DR APT 303, LAKE DELTON WI 53940","Sauk County"
"2342063",2342063,"W5930 WALNUT ST, PACKWAUKEE WI 53953","Marquette County"
"2343052",2343052,"1197 BUNKER DR APT 108A, LAKE DELTON WI 53940","Sauk County"
"2344327",2344327,"494 BAUER LN, WYOCENA WI 53969","Columbia County"
"2344724",2344724,"781 COUNTY ROAD A 202, LAKE DELTON WI 53940","Sauk County"
"2344830",2344830,"W1064 FRIESLAND RD, FRIESLAND WI 53935-9718","Columbia County"
"2345568",2345568,"N6012 COUNTY RD GG, WYOCENA WI 53969","Columbia County"
"2345741",2345741,"W3075 OTSEGO RD, DOYLESTOWN WI 53928","Columbia County"
"2345758",2345758,"N4099 APPROACH ST, DOYLESTOWN WI 53928","Columbia County"
"2345762",2345762,"W2969 RAILROAD ST B, DOYLESTOWN WI 53928","Columbia County"
"2345782",2345782,"110 WAUPUN AVE, FRIESLAND WI 53935-9708","Columbia County"
"2345789",2345789,"207 WAUPUN AVE, FRIESLAND WI 53935-9710","Columbia County"
"2345824",2345824,"104 S STERK RD, FRIESLAND WI 53935","Columbia County"
"2345837",2345837,"201 1ST ST, FRIESLAND WI 53935-9713","Columbia County"
"2345839",2345839,"106 2ND ST, FRIESLAND WI 53935-9724","Columbia County"
"2345850",2345850,"121 WAUPUN AVE, FRIESLAND WI 53935-9708","Columbia County"
"2345855",2345855,"114 WAUPUN AVE, FRIESLAND WI 53935-9708","Columbia County"
"2345858",2345858,"505 N MADISON ST, FRIESLAND WI 53935","Columbia County"
"2345861",2345861,"101 2ND ST, FRIESLAND WI 53935-9724","Columbia County"
"2345864",2345864,"109 1ST ST, FRIESLAND WI 53935-9709","Columbia County"
"2345865",2345865,"103 1ST ST, FRIESLAND WI 53935-9709","Columbia County"
"2345871",2345871,"206 W 2ND ST, FRIESLAND WI 53935-9728","Columbia County"
"2345884",2345884,"208 W 2ND ST, FRIESLAND WI 53935-9728","Columbia County"
"2345896",2345896,"207 W 2ND ST, FRIESLAND WI 53935-9728","Columbia County"
"2346392",2346392,"179 E POLK ST, WYOCENA WI 53969","Columbia County"
"2346403",2346403,"322 LINCOLN ST, WYOCENA WI 53969","Columbia County"
"2346405",2346405,"211 E POLK ST, WYOCENA WI 53969","Columbia County"
"2346412",2346412,"454 TOWER RD, WYOCENA WI 53969","Columbia County"
"2346431",2346431,"332 N JACKSON ST, WYOCENA WI 53969","Columbia County"
"2346433",2346433,"566 STATE ROAD, WYOCENA WI 53969","Columbia County"
"2346702",2346702,"N4082 METCALF ST 35, DOYLESTOWN WI 53928","Columbia County"
"2347083",2347083,"199 FIELDSTONE DR, LAKE DELTON WI 53940","Sauk County"
"2347161",2347161,"1197 BUNKER RD APT 106B, LAKE DELTON WI 53940","Sauk County"
"2347187",2347187,"500 DIVISION ST, MOUNT STERLING WI 54645","Crawford County"
"2347908",2347908,"W3088 STATE ROAD 44, MARKESAN WI 54444","Green Lake County"
"2348552",2348552,"605 MAIN ST, FAIRWATER WI 53931","Fond du Lac County"
"2348642",2348642,"N2665 COUNTY ROAD QQ UNIT AH456, KING WI 54946-0600","Waupaca County"
"2349368",2349368,"304 W MAIN ST, HUSTLER WI 54637-1310","Juneau County"
"2349561",2349561,"216 W MAIN ST, HUSTLER WI 54637-1305","Juneau County"
"2350243",2350243,"505 S BURRITT AVE, LAKE DELTON WI 53940","Sauk County"
"2350620",2350620,"107 N HUSTLER ST, HUSTLER WI 54637-6300","Juneau County"
"2350624",2350624,"106 W MAIN ST, HUSTLER WI 54637","Juneau County"
"2350629",2350629,"108 W MAIN ST, HUSTLER WI 54637-1311","Juneau County"
"2350631",2350631,"104 W MAIN ST, HUSTLER WI 54637-1311","Juneau County"
"2350632",2350632,"305 W MAIN ST, HUSTLER WI 54637-1310","Juneau County"
"2350634",2350634,"304 SOUTH ST 160, HUSTLER WI 54637","Juneau County"
"2350640",2350640,"308 W MAIN ST, HUSTLER WI 54637-1310","Juneau County"
"2350646",2350646,"406 COUNTY ROAD H, HUSTLER WI 54637","Juneau County"
"2350651",2350651,"504 E MAIN ST, HUSTLER WI 54637-1304","Juneau County"
"2350653",2350653,"210 E MAIN ST, HUSTLER WI 54637-1300","Juneau County"
"2350663",2350663,"206 E MAIN ST, HUSTLER WI 54637-1300","Juneau County"
"2350679",2350679,"105 W MAIN ST, HUSTLER WI 54637-1311","Juneau County"
"2350683",2350683,"205 NORTH ST 14, HUSTLER WI 54637","Juneau County"
"2350691",2350691,"206 W MAIN ST, HUSTLER WI 54637-1305","Juneau County"
"2350986",2350986,"877 BRIDGE ST, UNION CENTER WI 53962","Juneau County"
"2350988",2350988,"435 DIVISION ST, UNION CENTER WI 53962","Juneau County"
"2350993",2350993,"328 DIVIDION ST, UNION CENTER WI 53962","Juneau County"
"2350994",2350994,"211 MAIN ST 140, UNION CENTER WI 53962","Juneau County"
"2351008",2351008,"211 MAIN ST 13, UNION CENTER WI 53962","Juneau County"
"2351009",2351009,"559 MAIN ST, UNION CENTER WI 53962","Juneau County"
"2351012",2351012,"665 MADISON ST B, UNION CENTER WI 53962","Juneau County"
"2351015",2351015,"1067 LANDON ST, UNION CENTER WI 53962","Juneau County"
"2351030",2351030,"208 HAHN ST, UNION CENTER WI 54444","Juneau County"
"2351033",2351033,"108 MADISON ST 3, UNION CENTER WI 53962","Juneau County"
"2351034",2351034,"658 PARK ST, UNION CENTER WI 53962","Juneau County"
"2351050",2351050,"1051 LANGDON, UNION CENTER WI 54444","Juneau County"
"2351056",2351056," LANDON ST, UNION CENTER WI 53962","Juneau County"
"2351185",2351185,"W10748 STATE RD 33, HILLSBORO WI 99999","Juneau County"
"2351756",2351756,"205 SOUTH ST, HUSTLER WI 54637-1309","Juneau County"
"2351962",2351962,"508 COUNTY ROAD A, HUSTLER WI 54637","Juneau County"
"2352214",2352214,"W5927 LIBERTY ST, PACKWAUKEE WI 53953","Marquette County"
"2352234",2352234,"N3469 CHURCH ST, PACKWAUKEE WI 53953","Marquette County"
"2352377",2352377,"W5932 CHESTNUT ST, PACKWAUKEE WI 53953","Marquette County"
"2352420",2352420,"W5959 MAIN ST, PACKWAUKEE WI 53953","Marquette County"
"2352436",2352436,"W5948 WALNUT ST, PACKWAUKEE WI 53953","Marquette County"
"2352500",2352500,"N3495 LIBERTY ST, PACKWAUKEE WI 53953","Marquette County"
"2352508",2352508,"W6036 MAIN ST, PACKWAUKEE WI 53953","Marquette County"
"2352526",2352526,"N3429 LIBERTY ST, PACKWAUKEE WI 53953","Marquette County"
"2352565",2352565,"W5930 MAIN ST, PACKWAUKEE WI 53953","Marquette County"
"2352624",2352624,"W5949 MAIN ST, PACKWAUKEE WI 53953","Marquette County"
"2352640",2352640,"N3080 LAKEVIEW DR, PACKWAUKEE WI 53953","Marquette County"
"2352713",2352713,"W5994 LAKE ST, PACKWAUKEE WI 53953","Marquette County"
"2352796",2352796,"N3384 WISCONSIN ST, PACKWAUKEE WI 53953","Marquette County"
"2352805",2352805,"W5898 WISCONSIN ST, PACKWAUKEE WI 53953","Marquette County"
"2352827",2352827,"N3425 CHURCH ST, PACKWAUKEE WI 53953","Marquette County"
"2352858",2352858,"W5976 WALNUT ST, PACKWAUKEE WI 53953","Marquette County"
"2352875",2352875,"W5889 WISCONSIN ST, PACKWAUKEE WI 53953","Marquette County"
"2354365",2354365,"N2665 COUNTY ROAD QQ UNIT OH476B, KING WI 54946-0600","Waupaca County"
"2355136",2355136,"N2665 COUNTY ROAD QQ UNIT SH211, KING WI 54946-0600","Waupaca County"
"2355911",2355911,"N2665 COUNTY ROAD QQ AH143, KING WI 54946-0600","Waupaca County"
"2356298",2356298,"424 SPRING AVE, FLORENCE WI 54444","Florence County"
"2356416",2356416,"640 SPRING AVE, FLORENCE WI 54444","Florence County"
"2357205",2357205,"N2665 COUNTY ROAD QQ UNIT OH583, KING WI 54946-0600","Waupaca County"
"2357516",2357516,"N2665 COUNTY ROAD QQ SH316B, KING WI 54946-0600","Waupaca County"
"2357861",2357861,"N2665 COUNTY ROAD QQ UNIT AH438, KING WI 54946-0600","Waupaca County"
"2358381",2358381,"120 4TH ST, MATTOON WI 54450","Shawano County"
"2359580",2359580,"8771 COUNTY ROAD B, MARSHFIELD WI 54444-____","Wood County"
"2361624",2361624,"N2665 COUNTY ROAD QQ UNIT SH319, KING WI 54946-0600","Waupaca County"
"2361756",2361756,"900 KRONENWETTER DR, MOSINEE WI 99999","Marathon County"
"2361849",2361849,"N2665 COUNTY ROAD QQ OH449A, KING WI 54946","Waupaca County"
"2363575",2363575,"900 KRONENWETTER DR APT 11, MOSINEE WI 99999","Marathon County"
"2364721",2364721,"9706 ALDERSON ST 2, WESTON WI 99999","Marathon County"
"2365929",2365929," MARYLAND, SCHOFIELD WI 0000","Marathon County"
"2365966",2365966," MASON, SCHOFIELD WI 0000","Marathon County"
"2373393",2373393,"310 NORTH AVE, MATTOON WI 54450","Shawano County"
"2373729",2373729,"1021 1ST ST, MATTOON WI 54450","Shawano County"
"2378539",2378539,"2965 RAILROAD ST LOWR, DOYLESTOWN WI 53928","Columbia County"
"2380096",2380096,"N2665 COUNTY ROAD QQ UNIT SH533, KING WI 54946-0600","Waupaca County"
"2380168",2380168,"1000 DAY ST APT 113, RHINELANDER WI 99999","Oneida County"
"2380849",2380849,"N2665 COUNTY ROAD QQ UNIT OH276, KING WI 54946","Waupaca County"
"2381193",2381193,"N2665 COUNTY ROAD QQ OH449B, KING WI 54946-0600","Waupaca County"
"2383560",2383560,"N2665 COUNTY ROAD QQ SH223, KING WI 54946-0600","Waupaca County"
"2384817",2384817,"N2665 COUNTY ROAD QQ UNIT SH512, KING WI 54946-0600","Waupaca County"
"2387417",2387417,"W5937 CHESTNUT ST, PACKWAUKEE WI 53953","Marquette County"
"2388176",2388176,"904 KRONENWETTER DR APT 11, MOSINEE WI 99999","Marathon County"
"2388186",2388186,"7181 B FONTAINE BLVD APT 312, MIDDLETON WI 99999","Dane County"
"2388504",2388504,"W9760 HIGH ST APT 3, DALE WI 54931","Outagamie County"
"2388752",2388752,"212 4TH ST, MATTOON WI 54450","Shawano County"
"2388909",2388909,"N2665 COUNTY ROAD QQ UNIT MH257B, KING WI 54946-0600","Waupaca County"
"2389794",2389794,"874 XANADU ROAD UNIT 5, LAKE DELTON WI 53940","Sauk County"
"2389837",2389837,"N2665 COUNTY ROAD QQ SH409, KING WI 54946-0600","Waupaca County"
"2390479",2390479,"7160 WOODLAND DR, STAR LAKE WI 54561-9718","Vilas County"
"2390758",2390758,"4521 VICTORY AVE, RACINE WI 54444-____","Racine County"
"2390834",2390834,"N2665 COUNTY ROAD QQ APT AH354, KING WI 54946-0600","Waupaca County"
"2390835",2390835,"N2665 COUNTY ROAD QQ UNIT AH420, KING WI 54946-0600","Waupaca County"
"2390837",2390837,"N2665 COUNTY ROAD QQ UNIT SH379, KING WI 54946-0600","Waupaca County"
"2390840",2390840,"N2665 COUNTY ROAD QQ UNIT AH322, KING WI 54946-0600","Waupaca County"
"2391096",2391096,"28824 MICKLE ST, GOTHAM WI 53540-9715","Richland County"
"2391276",2391276,"3036 MEYER CT APT 1, MT PLEASANT WI 54444","Racine County"
"2391435",2391435,"135A GRAND CANYON DR APT 202, LAKE DELTON WI 53940","Sauk County"
"2391708",2391708,"7165 BELLE FONTAINE BLVD UNIT 312, MIDDLETON WI 54444","Dane County"
"2391968",2391968,"6436 PINE DR, MC NAUGHTON WI 54543","Oneida County"
"2392249",2392249,"N2665 COUNTY ROAD QQ UNIT OH480, KING WI 54946-0600","Waupaca County"
"2392250",2392250,"N2665 COUNTY ROAD QQ UNIT SH504A, KING WI 54946-0600","Waupaca County"
"2392278",2392278,"N77W17700 LAKE PARK DR APT 322, MENOMONEE FALLS WI 99999","Waukesha County"
"2392414",2392414,"7527 ASH W ST, WEBSTER WI 99999","Burnett County"
"2393352",2393352,"991 Spring Ct UNIT 8, NEWBURG WI 53060","Washington County"
"2394532",2394532,"16187 S Secluded Ln, GORDON WI 54890","Douglas County"
"2394653",2394653,"2926 BECK DR, ROCHESTER WI 54444","Racine County"
"2394687",2394687,"2680 26 13/16TH ST, Mikana WI 54857","Barron County"
"2394748",2394748,"12796 Main Street, PIGEON FALLS WI 54760","Trempealeau County"
"2395218",2395218,"135A GRAND CANYON DR APT 212, LAKE DELTON WI 53940","Sauk County"
"2395517",2395517,"203 1ST ST, FRIESLAND WI 53935-9713","Columbia County"
"2395622",2395622,"4517 Highway 61 & 35, POTOSI WI 53820","Grant County"
"2396283",2396283,"W5686 Fahrenkrug Rd, NICHOLS WI 54152","Outagamie County"
"2396328",2396328,"4813 VISTA PARK CT 8, NASHOTAH WI 54444","Waukesha County"
"2396409",2396409,"N1224 COUNTY ROAD HH, LYNDON STA WI 99999","Juneau County"
"2396435",2396435,"526 FRANKLIN ST REAR Van in Lot, NEWBURG WI 53060","Washington County"
"2397061",2397061,"221 SUNSHINE LN, VERONA WI 53953","Dane County"
"2398470",2398470,"654 PARK ST, UNION CENTER WI 53962","Juneau County"
"2398606",2398606,"16769 W 2nd St South, STONE LAKE WI 55876","Sawyer County"
"2398821",2398821,"N2665 County Road QQ UNIT OH516B, KING WI 54946","Waupaca County"
"2399036",2399036,"7110N W BARBER ROAD, WINTER WI 54444","Sawyer County"
"2400126",2400126,"8744 54TH AVE, KENOSHA WI 99999","Kenosha County"
"2400996",2400996,"1425 PINE ST RM 402B, LA CROSSE WI 99999-____","La Crosse County"
"2401055",2401055,"4817 LATHROP AVE, MOUNT PLEASANT WI 99999","Racine County"
"2401617",2401617,"N2665 COUNTY ROAD QQ UNIT OH352, KING WI 54946","Waupaca County"
"2401633",2401633,"N2665 COUNTY ROAD QQ UNIT OH209, KING WI 54946","Waupaca County"
"2401637",2401637,"N2665 COUNTY ROAD QQ UNIT OH479B, KING WI 54946","Waupaca County"
"2402051",2402051,"N2665 COUNTY ROAD QQ UNIT MH211A, KING WI 54946","Waupaca County"
"2402052",2402052,"N2665 COUNTY ROAD QQ UNIT MH277A, KING WI 54946","Waupaca County"
"2402091",2402091,"N2665 COUNTY ROAD QQ UNIT SH239, KING WI 54946","Waupaca County"
"2402100",2402100,"N2665 COUNTY ROAD QQ UNIT SH476, KING WI 54946-0600","Waupaca County"
"2402109",2402109,"N2665 COUNTY ROAD QQ UNIT SH332, KING WI 54946","Waupaca County"
"2402114",2402114,"N2665 COUNTY ROAD QQ UNIT SH538, KING WI 54946","Waupaca County"
"2402116",2402116,"N2665 COUNTY ROAD QQ UNIT SH450, KING WI 54946","Waupaca County"
"2402123",2402123,"N2665 COUNTY ROAD QQ UNIT SH585, KING WI 54946","Waupaca County"
"2402126",2402126,"N2665 COUNTY ROAD QQ UNIT SH246A, KING WI 54946","Waupaca County"
"2403643",2403643,"5600 WOODLAND HILLS DR, MOUNT PLEASANT WI 99999","Racine County"
"2403783",2403783,"103 LILAC DRIVE, FRANCIS CREEK WI 54214","Manitowoc County"
"2405728",2405728,"510 LAUREL DR, FRANCIS CREEK WI 54214","Manitowoc County"
"2405966",2405966,"40013 WINSAND DR APT 1, PIGEON FALLS WI 54760","Trempealeau County"
"2407419",2407419,"302 MARKET ST, HUSTLER WI 54637-1301","Juneau County"
"2407648",2407648,"4633 WILLOW ST, MORRISONVILLE WI 53571","Dane County"
"2408117",2408117,"5783 COUNTY RD S, BUTTE DES MORTS WI 54927-9322","Winnebago County"
"2408258",2408258,"W5943 MAIN ST, PACKWAUKEE WI 53953","Marquette County"
"2408783",2408783,"3030 COUNTY ROAD Q, NELSONVILLE WI 54458","Portage County"
"2409003",2409003,"W282N7051 MAIN ST, MERTON WI 53056","Waukesha County"
