,MUNICIPAL,ZIP,POLLING LOCATION,address,address2,full_addr
VOL FIRE STATIONS,SHALER,15223,SHALER VILLA VOLUNTEER FIRE CO.- 958 SAXONBURG BLVD., 958 SAXONBURG BLVD.," 958 SAXONBURG BLVD., SHALER"," 958 SAXONBURG BLVD., SHALER, Pennsylvania, 15223"
CHURCH/TEMPLE,SHARPSBURG,15215,MADONNA OF JERUSALEM CH-SOCIAL HALL- 201 NINTH ST,SOCIAL HALL- 201 NINTH ST,"SOCIAL HALL- 201 NINTH ST, SHARPSBURG","SOCIAL HALL- 201 NINTH ST, SHARPSBURG, Pennsylvania, 15215"
COMMUNITY CENTER,SHARPSBURG,15215,THE CENTER- GROUND LEVEL- 209 THIRTEENTH ST, GROUND LEVEL- 209 THIRTEENTH ST," GROUND LEVEL- 209 THIRTEENTH ST, SHARPSBURG"," GROUND LEVEL- 209 THIRTEENTH ST, SHARPSBURG, Pennsylvania, 15215"
MUNICIPAL OWNED BLDG,SHARPSBURG,15215,BOROUGH OF SHARPSBURG ADMINISTRATION OFFICES- 1611 MAIN ST., 1611 MAIN ST.," 1611 MAIN ST., SHARPSBURG"," 1611 MAIN ST., SHARPSBURG, Pennsylvania, 15215"
VOL FIRE STATIONS,SOUTH FAYETTE,15017,FAIRVIEW VOLUNTEER FIRE DEPT.- 3326 WASHINGTON PIKE, 3326 WASHINGTON PIKE," 3326 WASHINGTON PIKE, SOUTH FAYETTE"," 3326 WASHINGTON PIKE, SOUTH FAYETTE, Pennsylvania, 15017"
VOL FIRE STATIONS,SOUTH FAYETTE,15057,OAKRIDGE V.F.D. HALL- 1214 OAKRIDGE RD, 1214 OAKRIDGE RD," 1214 OAKRIDGE RD, SOUTH FAYETTE"," 1214 OAKRIDGE RD, SOUTH FAYETTE, Pennsylvania, 15057"
PUBLIC SCHOOLS,SOUTH FAYETTE,15057,SOUTH FAYETTE HIGH SCHOOL- 3640 OLD OAKDALE RD., 3640 OLD OAKDALE RD.," 3640 OLD OAKDALE RD., SOUTH FAYETTE"," 3640 OLD OAKDALE RD., SOUTH FAYETTE, Pennsylvania, 15057"
BUSINESS,SOUTH FAYETTE,15017,HUNTING RIDGE MEETING HOUSE- 401 MEETING HOUSE RD., 401 MEETING HOUSE RD.," 401 MEETING HOUSE RD., SOUTH FAYETTE"," 401 MEETING HOUSE RD., SOUTH FAYETTE, Pennsylvania, 15017"
CHURCH/TEMPLE,SOUTH FAYETTE,15057,GLADDEN UNITED PRESBYTERIAN CHURCH- 755 MILLERS RUN RD., 755 MILLERS RUN RD.," 755 MILLERS RUN RD., SOUTH FAYETTE"," 755 MILLERS RUN RD., SOUTH FAYETTE, Pennsylvania, 15057"
COMMUNITY CENTER,SOUTH FAYETTE,15017,HUNTING RIDGE RENTAL OFFICE-401 METING HOUSE RD,401 METING HOUSE RD,"401 METING HOUSE RD, SOUTH FAYETTE","401 METING HOUSE RD, SOUTH FAYETTE, Pennsylvania, 15017"
PUBLIC SCHOOLS,SOUTH FAYETTE,15057,SOUTH FAYETTE HIGH SCHOOL- 3640 OLD OAKDALE RD., 3640 OLD OAKDALE RD.," 3640 OLD OAKDALE RD., SOUTH FAYETTE"," 3640 OLD OAKDALE RD., SOUTH FAYETTE, Pennsylvania, 15057"
VOL FIRE STATIONS,SOUTH FAYETTE,15017,FAIRVIEW VOLUNTEER FIRE DEPT.- 3326 WASHINGTON PIKE, 3326 WASHINGTON PIKE," 3326 WASHINGTON PIKE, SOUTH FAYETTE"," 3326 WASHINGTON PIKE, SOUTH FAYETTE, Pennsylvania, 15017"
VOL FIRE STATIONS,SOUTH FAYETTE,15017,FAIRVIEW VOLUNTEER FIRE DEPT.- 3326 WASHINGTON PIKE, 3326 WASHINGTON PIKE," 3326 WASHINGTON PIKE, SOUTH FAYETTE"," 3326 WASHINGTON PIKE, SOUTH FAYETTE, Pennsylvania, 15017"
BUSINESS,SOUTH FAYETTE,15017,HUNTING RIDGE MEETING HOUSE- 401 MEETING HOUSE RD., 401 MEETING HOUSE RD.," 401 MEETING HOUSE RD., SOUTH FAYETTE"," 401 MEETING HOUSE RD., SOUTH FAYETTE, Pennsylvania, 15017"
MUNICIPAL OWNED BLDG,SOUTH FAYETTE,15064,SOUTH FAYETTE TWP MUNICIPAL BUILDING- 515 MILLERS RUN RD., 515 MILLERS RUN RD.," 515 MILLERS RUN RD., SOUTH FAYETTE"," 515 MILLERS RUN RD., SOUTH FAYETTE, Pennsylvania, 15064"
VOL FIRE STATIONS,SOUTH FAYETTE,15017,FAIRVIEW VOLUNTEER FIRE DEPT.- 3326 WASHINGTON PIKE, 3326 WASHINGTON PIKE," 3326 WASHINGTON PIKE, SOUTH FAYETTE"," 3326 WASHINGTON PIKE, SOUTH FAYETTE, Pennsylvania, 15017"
PUBLIC SCHOOLS,SOUTH PARK,15129,SOUTH PARK HI RR ENT 17 MUSIC ROOM- 2005 EAGLE RIDGE RD., 2005 EAGLE RIDGE RD.," 2005 EAGLE RIDGE RD., SOUTH PARK"," 2005 EAGLE RIDGE RD., SOUTH PARK, Pennsylvania, 15129"
VOL FIRE STATIONS,SOUTH PARK,15236,BROUGHTON VOLUNTEER FIRE CO.- 1030 COCHRAN MILLS RD., 1030 COCHRAN MILLS RD.," 1030 COCHRAN MILLS RD., SOUTH PARK"," 1030 COCHRAN MILLS RD., SOUTH PARK, Pennsylvania, 15236"
VOL FIRE STATIONS,SOUTH PARK,15129,LIBRARY FIRE CO.- 6581 LIBRARY RD., 6581 LIBRARY RD.," 6581 LIBRARY RD., SOUTH PARK"," 6581 LIBRARY RD., SOUTH PARK, Pennsylvania, 15129"
VOL FIRE STATIONS,SOUTH PARK,15129,LIBRARY FIRE CO.- 6581 LIBRARY RD., 6581 LIBRARY RD.," 6581 LIBRARY RD., SOUTH PARK"," 6581 LIBRARY RD., SOUTH PARK, Pennsylvania, 15129"
VOL FIRE STATIONS,SOUTH PARK,15236,BROUGHTON VOLUNTEER FIRE CO.- 1030 COCHRAN MILLS RD., 1030 COCHRAN MILLS RD.," 1030 COCHRAN MILLS RD., SOUTH PARK"," 1030 COCHRAN MILLS RD., SOUTH PARK, Pennsylvania, 15236"
PUBLIC SCHOOLS,SOUTH PARK,15129,SOUTH PARK MIDDLE SCHOOL- 2500 STEWART RD., 2500 STEWART RD.," 2500 STEWART RD., SOUTH PARK"," 2500 STEWART RD., SOUTH PARK, Pennsylvania, 15129"
MUNICIPAL OWNED BLDG,SOUTH PARK,15129,SOUTH PARK TOWNSHIP- 2675 BROWNSVILLE RD., 2675 BROWNSVILLE RD.," 2675 BROWNSVILLE RD., SOUTH PARK"," 2675 BROWNSVILLE RD., SOUTH PARK, Pennsylvania, 15129"
VOL FIRE STATIONS,SOUTH PARK,15236,BROUGHTON VOLUNTEER FIRE CO.- 1030 COCHRAN MILLS RD., 1030 COCHRAN MILLS RD.," 1030 COCHRAN MILLS RD., SOUTH PARK"," 1030 COCHRAN MILLS RD., SOUTH PARK, Pennsylvania, 15236"
PUBLIC SCHOOLS,SOUTH PARK,15129,SOUTH PARK HI RR ENT 17 BAND ROOM 2005 EAGLE RIDGE RD.,#VALUE!,#VALUE!,#VALUE!
MUNICIPAL OWNED BLDG,SOUTH PARK,15129,SOUTH PARK TOWNSHIP- 2675 BROWNSVILLE RD., 2675 BROWNSVILLE RD.," 2675 BROWNSVILLE RD., SOUTH PARK"," 2675 BROWNSVILLE RD., SOUTH PARK, Pennsylvania, 15129"
VOL FIRE STATIONS,SOUTH PARK,15129, LIBRARY FIRE CO.- 6581 LIBRARY RD. , 6581 LIBRARY RD. ," 6581 LIBRARY RD. , SOUTH PARK"," 6581 LIBRARY RD. , SOUTH PARK, Pennsylvania, 15129"
PUBLIC SCHOOLS,SOUTH PARK,15129,SOUTH PARK MIDDLE SCHOOL- 2500 STEWART RD., 2500 STEWART RD.," 2500 STEWART RD., SOUTH PARK"," 2500 STEWART RD., SOUTH PARK, Pennsylvania, 15129"
PUBLIC SCHOOLS,SOUTH PARK,15129,SOUTH PARK HI RR ENT 17 MUSIC ROOM- 2005 EAGLE RIDGE RD., 2005 EAGLE RIDGE RD.," 2005 EAGLE RIDGE RD., SOUTH PARK"," 2005 EAGLE RIDGE RD., SOUTH PARK, Pennsylvania, 15129"
VOL FIRE STATIONS,S VERSAILLES,15028,COULTER V.F.C.- 414 RAILROAD ST., 414 RAILROAD ST.," 414 RAILROAD ST., S VERSAILLES"," 414 RAILROAD ST., S VERSAILLES, Pennsylvania, 15028"
MUNICIPAL OWNED BLDG,SPRINGDALE BORO,15144,BOROUGH OF SPRINGDALE MUNICIPAL BUILDING- 325 SCHOOL ST., 325 SCHOOL ST.," 325 SCHOOL ST., SPRINGDALE BORO"," 325 SCHOOL ST., SPRINGDALE BORO, Pennsylvania, 15144"
CHURCH/TEMPLE,SPRINGDALE BORO,15144,SPRINGDALE OPEN BIBLE CHURCH- 401 COLFAX ST., 401 COLFAX ST.," 401 COLFAX ST., SPRINGDALE BORO"," 401 COLFAX ST., SPRINGDALE BORO, Pennsylvania, 15144"
ALL. CO. HOUSING AUTH,SPRINGDALE BORO,15144,SPRINGDALE MANOR- 504 PITTSBURGH ST., 504 PITTSBURGH ST.," 504 PITTSBURGH ST., SPRINGDALE BORO"," 504 PITTSBURGH ST., SPRINGDALE BORO, Pennsylvania, 15144"
ALL. CO. HOUSING AUTH,SPRINGDALE BORO,15144,SPRINGDALE MANOR- 504 PITTSBURGH ST., 504 PITTSBURGH ST.," 504 PITTSBURGH ST., SPRINGDALE BORO"," 504 PITTSBURGH ST., SPRINGDALE BORO, Pennsylvania, 15144"
MUNICIPAL OWNED BLDG,SPRINGDALE TWP,15049,SPRINGDALE TWP MUNI BLDG-MEETING ROOM-100 PLATE DR,MEETING ROOM-100 PLATE DR,"MEETING ROOM-100 PLATE DR, SPRINGDALE TWP","MEETING ROOM-100 PLATE DR, SPRINGDALE TWP, Pennsylvania, 15049"
CHURCH/TEMPLE,STOWE,15136,MOTHER OF SORROWS SOCIAL HALL- 10 DESIDERIO WAY, 10 DESIDERIO WAY," 10 DESIDERIO WAY, STOWE"," 10 DESIDERIO WAY, STOWE, Pennsylvania, 15136"
CHURCH/TEMPLE,STOWE,15136,MOTHER OF SORROWS SOCIAL HALL- 10 DESIDERIO WAY, 10 DESIDERIO WAY," 10 DESIDERIO WAY, STOWE"," 10 DESIDERIO WAY, STOWE, Pennsylvania, 15136"
ALL. CO. HOUSING AUTH,STOWE,15136,PLEASANT RIDGE CONF. ROOM 139- 251 JEFFERSON DRIVE, 251 JEFFERSON DRIVE," 251 JEFFERSON DRIVE, STOWE"," 251 JEFFERSON DRIVE, STOWE, Pennsylvania, 15136"
VOL FIRE STATIONS,STOWE,15136,PRESTON VFD-369 HELEN ST,369 HELEN ST,"369 HELEN ST, STOWE","369 HELEN ST, STOWE, Pennsylvania, 15136"
BUSINESS,STOWE,15136,STOWE HOSE CO GLENN WAY ENT-1460 FLEMING AVE,1460 FLEMING AVE,"1460 FLEMING AVE, STOWE","1460 FLEMING AVE, STOWE, Pennsylvania, 15136"
PRIVATE RESIDENCE,STOWE,15136,RESIDENCE HOME- 106 HOMER CIRCLE, 106 HOMER CIRCLE," 106 HOMER CIRCLE, STOWE"," 106 HOMER CIRCLE, STOWE, Pennsylvania, 15136"
VOL FIRE STATIONS,STOWE,15136,STOWE VFD-548 BROADWAY AVE,548 BROADWAY AVE,"548 BROADWAY AVE, STOWE","548 BROADWAY AVE, STOWE, Pennsylvania, 15136"
VOL FIRE STATIONS,STOWE,15136,STOWE VFD-548 BROADWAY AVE,548 BROADWAY AVE,"548 BROADWAY AVE, STOWE","548 BROADWAY AVE, STOWE, Pennsylvania, 15136"
VOL FIRE STATIONS,STOWE,15136,STOWE VFD-548 BROADWAY AVE,548 BROADWAY AVE,"548 BROADWAY AVE, STOWE","548 BROADWAY AVE, STOWE, Pennsylvania, 15136"
MUNICIPAL OWNED BLDG,STOWE,15136,STOWE TWP MUNICIPAL BLDG- 555 BROADWAY AVE., 555 BROADWAY AVE.," 555 BROADWAY AVE., STOWE"," 555 BROADWAY AVE., STOWE, Pennsylvania, 15136"
PUBLIC SCHOOLS,STOWE,15136,STO-ROX SENIOR HIGH SCHOOL- 1105 VALLEY ST ,ROX SENIOR HIGH SCHOOL- 1105 VALLEY ST ,"ROX SENIOR HIGH SCHOOL- 1105 VALLEY ST , STOWE","ROX SENIOR HIGH SCHOOL- 1105 VALLEY ST , STOWE, Pennsylvania, 15136"
CHURCH/TEMPLE,SWISSVALE,15218,CALVARY APOSTOLIC CHURCH- 2464 WOODSTOCK AVE., 2464 WOODSTOCK AVE.," 2464 WOODSTOCK AVE., SWISSVALE"," 2464 WOODSTOCK AVE., SWISSVALE, Pennsylvania, 15218"
MUNICIPAL OWNED BLDG,SWISSVALE,15218,SWISSVALE BOROUGH BUILDING .- 7560 ROSLYN ST., 7560 ROSLYN ST.," 7560 ROSLYN ST., SWISSVALE"," 7560 ROSLYN ST., SWISSVALE, Pennsylvania, 15218"
MUNICIPAL OWNED BLDG,SWISSVALE,15218,SWISSVALE BOROUGH BUILDING - 7560 ROSLYN ST., 7560 ROSLYN ST.," 7560 ROSLYN ST., SWISSVALE"," 7560 ROSLYN ST., SWISSVALE, Pennsylvania, 15218"
PUBLIC SCHOOLS,SWISSVALE,15218,WOODLAND HILLS JR. HIGH SCHOOL- 7600 EVANS STREET, 7600 EVANS STREET," 7600 EVANS STREET, SWISSVALE"," 7600 EVANS STREET, SWISSVALE, Pennsylvania, 15218"
PUBLIC SCHOOLS,SWISSVALE,15218,WOODLAND HILLS JR. HIGH SCHOOL- 7600 EVANS STREET, 7600 EVANS STREET," 7600 EVANS STREET, SWISSVALE"," 7600 EVANS STREET, SWISSVALE, Pennsylvania, 15218"
VOL FIRE STATIONS,SWISSVALE,15218,SWISSVALE V.F.D.-7400 IRVINE ST,7400 IRVINE ST,"7400 IRVINE ST, SWISSVALE","7400 IRVINE ST, SWISSVALE, Pennsylvania, 15218"
SENIOR CENTERS,SWISSVALE,15218,SWISSVALE SENIOR CITIZEN CENTER- 7350  MCCLURE AVE, 7350  MCCLURE AVE," 7350  MCCLURE AVE, SWISSVALE"," 7350  MCCLURE AVE, SWISSVALE, Pennsylvania, 15218"
SENIOR CENTERS,SWISSVALE,15218,SWISSVALE SENIOR CITIZEN CENTER- 7350 MCCLURE AVE, 7350 MCCLURE AVE," 7350 MCCLURE AVE, SWISSVALE"," 7350 MCCLURE AVE, SWISSVALE, Pennsylvania, 15218"
HI-RISES-PRIVATE APTS,SWISSVALE,15218,SWISSVALE TOWERS- 1826 MONONGAHELA AVE., 1826 MONONGAHELA AVE.," 1826 MONONGAHELA AVE., SWISSVALE"," 1826 MONONGAHELA AVE., SWISSVALE, Pennsylvania, 15218"
VOL FIRE STATIONS,SWISSVALE,15218,SWISSVALE V.F.D.- 7400 IRVINE ST, 7400 IRVINE ST," 7400 IRVINE ST, SWISSVALE"," 7400 IRVINE ST, SWISSVALE, Pennsylvania, 15218"
PUBLIC SCHOOLS,SWISSVALE,15218,WILKINS SCHOOL- 7604 CHARLSTON AVE., 7604 CHARLSTON AVE.," 7604 CHARLSTON AVE., SWISSVALE"," 7604 CHARLSTON AVE., SWISSVALE, Pennsylvania, 15218"
VOL FIRE STATIONS,TARENTUM,15084,HIGHLAND HOSE CO 1ST FLOOR- 401 CORBET ST. , 401 CORBET ST. ," 401 CORBET ST. , TARENTUM"," 401 CORBET ST. , TARENTUM, Pennsylvania, 15084"
VOL FIRE STATIONS,TARENTUM,15084,HIGHLAND HOSE CO 1ST FLOOR- 401 CORBET ST. , 401 CORBET ST. ," 401 CORBET ST. , TARENTUM"," 401 CORBET ST. , TARENTUM, Pennsylvania, 15084"
MUNICIPAL OWNED BLDG,TARENTUM,15084,TARENTUM BOROUGH BUILDING- 318 2ND AVE., 318 2ND AVE.," 318 2ND AVE., TARENTUM"," 318 2ND AVE., TARENTUM, Pennsylvania, 15084"
CHURCH/TEMPLE,TARENTUM,15084,HOLY MARTYRS PARISH- 344 W. 9TH AVE., 344 W. 9TH AVE.," 344 W. 9TH AVE., TARENTUM"," 344 W. 9TH AVE., TARENTUM, Pennsylvania, 15084"
CHURCH/TEMPLE,TARENTUM,15084,HOLY MARTYRS PARISH- 344 W. 9TH AVE., 344 W. 9TH AVE.," 344 W. 9TH AVE., TARENTUM"," 344 W. 9TH AVE., TARENTUM, Pennsylvania, 15084"
PUBLIC SCHOOLS,THORNBURG,15205,THORNBURG SCHOOL- 600 HAMILTON RD., 600 HAMILTON RD.," 600 HAMILTON RD., THORNBURG"," 600 HAMILTON RD., THORNBURG, Pennsylvania, 15205"
COMMUNITY CENTER,PENNSBURY VLG,15205,PENNSBURY VILLAGE COMMUNITY BLDG- 1041 PENNSBURY BLVD, 1041 PENNSBURY BLVD," 1041 PENNSBURY BLVD, PENNSBURY VLG"," 1041 PENNSBURY BLVD, PENNSBURY VLG, Pennsylvania, 15205"
PRIVATE RESIDENCE,TRAFFORD,15085,RESIDENCE HOUSE- 175 STEWART ST., 175 STEWART ST.," 175 STEWART ST., TRAFFORD"," 175 STEWART ST., TRAFFORD, Pennsylvania, 15085"
HI-RISES-PRIVATE APTS,TURTLE CREEK,15145,ELECTRIC HEIGHTS HOUSING - HILLTOP HALL- 76 HARPER DR., HILLTOP HALL- 76 HARPER DR.," HILLTOP HALL- 76 HARPER DR., TURTLE CREEK"," HILLTOP HALL- 76 HARPER DR., TURTLE CREEK, Pennsylvania, 15145"
PRIVATE SCHOOL,TURTLE CREEK,15145,PROPEL EAST- 1611 MONROEVILLE AVE., 1611 MONROEVILLE AVE.," 1611 MONROEVILLE AVE., TURTLE CREEK"," 1611 MONROEVILLE AVE., TURTLE CREEK, Pennsylvania, 15145"
MUNICIPAL OWNED BLDG,TURTLE CREEK,15145,TURTLE CREEK MUNICIPAL BUILDING- 125 MONROEVILLE AVE. , 125 MONROEVILLE AVE. ," 125 MONROEVILLE AVE. , TURTLE CREEK"," 125 MONROEVILLE AVE. , TURTLE CREEK, Pennsylvania, 15145"
PUBLIC SCHOOLS,TURTLE CREEK,15145,WOLVARENA VISITORS LOCKER ROOM-1025 LYNN AVE,1025 LYNN AVE,"1025 LYNN AVE, TURTLE CREEK","1025 LYNN AVE, TURTLE CREEK, Pennsylvania, 15145"
MUNICIPAL OWNED BLDG,TURTLE CREEK,15145,JOHN FRASER HALL-500 HUNTER ST,500 HUNTER ST,"500 HUNTER ST, TURTLE CREEK","500 HUNTER ST, TURTLE CREEK, Pennsylvania, 15145"
CHURCH/TEMPLE,TURTLE CREEK,15145,ELECTRIC HEIGHTS UNITED METHODIST CHURCH- 601 JAMES ST., 601 JAMES ST.," 601 JAMES ST., TURTLE CREEK"," 601 JAMES ST., TURTLE CREEK, Pennsylvania, 15145"
LIBRARY,UPPER ST CLAIR,15241,USC LIBRARY- 1820 MCLAUGLIN RUN RD., 1820 MCLAUGLIN RUN RD.," 1820 MCLAUGLIN RUN RD., UPPER ST CLAIR"," 1820 MCLAUGLIN RUN RD., UPPER ST CLAIR, Pennsylvania, 15241"
PUBLIC SCHOOLS,UPPER ST CLAIR,15241,BAKER ELEMENTARY SCHOOL- 2300 MORTON RD., 2300 MORTON RD.," 2300 MORTON RD., UPPER ST CLAIR"," 2300 MORTON RD., UPPER ST CLAIR, Pennsylvania, 15241"
PUBLIC SCHOOLS,UPPER ST CLAIR,15241,FORT COUCH MIDDLE SCHOOL GYM- 515 FORT COUCH RD., 515 FORT COUCH RD.," 515 FORT COUCH RD., UPPER ST CLAIR"," 515 FORT COUCH RD., UPPER ST CLAIR, Pennsylvania, 15241"
PUBLIC SCHOOLS,UPPER ST CLAIR,15241,FORT COUCH MIDDLE SCHOOL GYM- 515 FORT COUCH RD., 515 FORT COUCH RD.," 515 FORT COUCH RD., UPPER ST CLAIR"," 515 FORT COUCH RD., UPPER ST CLAIR, Pennsylvania, 15241"
PUBLIC SCHOOLS,UPPER ST CLAIR,15241,FORT COUCH MIDDLE SCHOOL GYM- 515 FORT COUCH RD., 515 FORT COUCH RD.," 515 FORT COUCH RD., UPPER ST CLAIR"," 515 FORT COUCH RD., UPPER ST CLAIR, Pennsylvania, 15241"
CHURCH/TEMPLE,UPPER ST CLAIR,15241,WESTMINSTER PRESBYTERIAN CHURCH- 2040 WASHINGTON RD. , 2040 WASHINGTON RD. ," 2040 WASHINGTON RD. , UPPER ST CLAIR"," 2040 WASHINGTON RD. , UPPER ST CLAIR, Pennsylvania, 15241"
PUBLIC SCHOOLS,UPPER ST CLAIR,15241,FORT COUCH MIDDLE SCHOOL GYM  515 FORT COUCH RD.,#VALUE!,#VALUE!,#VALUE!
PUBLIC SCHOOLS,UPPER ST CLAIR,15241,FORT COUCH MIDDLE SCHOOL GYM- 515 FORT COUCH RD., 515 FORT COUCH RD.," 515 FORT COUCH RD., UPPER ST CLAIR"," 515 FORT COUCH RD., UPPER ST CLAIR, Pennsylvania, 15241"
PUBLIC REC CENTERS,UPPER ST CLAIR,15241,RECREATION CENTER- 1770 MCLAUGHLIN RUN RD., 1770 MCLAUGHLIN RUN RD.," 1770 MCLAUGHLIN RUN RD., UPPER ST CLAIR"," 1770 MCLAUGHLIN RUN RD., UPPER ST CLAIR, Pennsylvania, 15241"
CHURCH/TEMPLE,UPPER ST CLAIR,15241,ST. LOUISE DE MARILLAC PARISH CENTER- 320 MCMURRAY RD., 320 MCMURRAY RD.," 320 MCMURRAY RD., UPPER ST CLAIR"," 320 MCMURRAY RD., UPPER ST CLAIR, Pennsylvania, 15241"
PUBLIC REC CENTERS,UPPER ST CLAIR,15241,RECREATION CENTER- 1770 MCLAUGHLIN RUN RD., 1770 MCLAUGHLIN RUN RD.," 1770 MCLAUGHLIN RUN RD., UPPER ST CLAIR"," 1770 MCLAUGHLIN RUN RD., UPPER ST CLAIR, Pennsylvania, 15241"
PUBLIC SCHOOLS,UPPER ST CLAIR,15241,BAKER ELEMENTARY SCHOOL- 2300 MORTON RD., 2300 MORTON RD.," 2300 MORTON RD., UPPER ST CLAIR"," 2300 MORTON RD., UPPER ST CLAIR, Pennsylvania, 15241"
PUBLIC SCHOOLS,UPPER ST CLAIR,15241,BOYCE MIDDLE SCHOOL- 1500 BOYCE RD., 1500 BOYCE RD.," 1500 BOYCE RD., UPPER ST CLAIR"," 1500 BOYCE RD., UPPER ST CLAIR, Pennsylvania, 15241"
PUBLIC SCHOOLS,UPPER ST CLAIR,15241,BOYCE MIDDLE SCHOOL- 1500 BOYCE RD., 1500 BOYCE RD.," 1500 BOYCE RD., UPPER ST CLAIR"," 1500 BOYCE RD., UPPER ST CLAIR, Pennsylvania, 15241"
PUBLIC SCHOOLS,UPPER ST CLAIR,15241,BOYCE MIDDLE SCHOOL- 1500 BOYCE RD., 1500 BOYCE RD.," 1500 BOYCE RD., UPPER ST CLAIR"," 1500 BOYCE RD., UPPER ST CLAIR, Pennsylvania, 15241"
PRIVATE SCHOOL,UPPER ST CLAIR,15241,WESLEY SPECTRUM SERVICES- 243 JOHNSTON RD., 243 JOHNSTON RD.," 243 JOHNSTON RD., UPPER ST CLAIR"," 243 JOHNSTON RD., UPPER ST CLAIR, Pennsylvania, 15241"
PRIVATE SCHOOL,UPPER ST CLAIR,15241,WESLEY SPECTRUM SERVICES- 243 JOHNSTON RD., 243 JOHNSTON RD.," 243 JOHNSTON RD., UPPER ST CLAIR"," 243 JOHNSTON RD., UPPER ST CLAIR, Pennsylvania, 15241"
PUBLIC SCHOOLS,UPPER ST CLAIR,15241,BOYCE MIDDLE SCHOOL- 1500 BOYCE RD., 1500 BOYCE RD.," 1500 BOYCE RD., UPPER ST CLAIR"," 1500 BOYCE RD., UPPER ST CLAIR, Pennsylvania, 15241"
MUNICIPAL OWNED BLDG,VERONA,15147,VERONA BOROUGH MUNICIPAL BUILDING/ POLICE STATION- 736 EAST RAILROAD AVE., 736 EAST RAILROAD AVE.," 736 EAST RAILROAD AVE., VERONA"," 736 EAST RAILROAD AVE., VERONA, Pennsylvania, 15147"
CHURCH/TEMPLE,VERONA,15147,566 SOUTH AVE.-VERONA UNITED PRESBYTERIAN CHURCH,VERONA UNITED PRESBYTERIAN CHURCH,"VERONA UNITED PRESBYTERIAN CHURCH, VERONA","VERONA UNITED PRESBYTERIAN CHURCH, VERONA, Pennsylvania, 15147"
VOL FIRE STATIONS,VERONA,15147,VERONA VOL. FIRE DEPT.- 465 PARKER ST., 465 PARKER ST.," 465 PARKER ST., VERONA"," 465 PARKER ST., VERONA, Pennsylvania, 15147"
MUNICIPAL OWNED BLDG,VERSAILLES,15132,VERSAILLES BORO MUNICIPAL BUILDING- 5100 WALNUT ST., 5100 WALNUT ST.," 5100 WALNUT ST., VERSAILLES"," 5100 WALNUT ST., VERSAILLES, Pennsylvania, 15132"
PRIVATE RESIDENCE,VERSAILLES,15132,VERSAILLES APARTMENTS- 4626 WALNUT ST., 4626 WALNUT ST.," 4626 WALNUT ST., VERSAILLES"," 4626 WALNUT ST., VERSAILLES, Pennsylvania, 15132"
MUNICIPAL OWNED BLDG,WALL,15148,WALL BORO MUNICIPAL BUILDING AND FIRE STATION- 413 WALL AVE., 413 WALL AVE.," 413 WALL AVE., WALL"," 413 WALL AVE., WALL, Pennsylvania, 15148"
CHURCH/TEMPLE,WEST DEER,15006,ST. VICTOR ACTIVITY BUILDING- 535 BAIRDFORD RD., 535 BAIRDFORD RD.," 535 BAIRDFORD RD., WEST DEER"," 535 BAIRDFORD RD., WEST DEER, Pennsylvania, 15006"
VOL FIRE STATIONS,WEST DEER,15084,WEST DEER VOLUNTEER FIRE CO. #1- 1520 SAXONBURG BLVD., 1520 SAXONBURG BLVD.," 1520 SAXONBURG BLVD., WEST DEER"," 1520 SAXONBURG BLVD., WEST DEER, Pennsylvania, 15084"
MUNICIPAL AUTHORITY,WEST DEER,15076,DEER CREEK DRAINAGE BASIN AUTHORITY- 945 LITTLE DEER CREEK VALLEY RD., 945 LITTLE DEER CREEK VALLEY RD.," 945 LITTLE DEER CREEK VALLEY RD., WEST DEER"," 945 LITTLE DEER CREEK VALLEY RD., WEST DEER, Pennsylvania, 15076"
VOL FIRE STATIONS,WEST DEER,15044,WEST DEER #3 V.F.D.- 4372 GIBSONIA RD., 4372 GIBSONIA RD.," 4372 GIBSONIA RD., WEST DEER"," 4372 GIBSONIA RD., WEST DEER, Pennsylvania, 15044"
CHURCH/TEMPLE,WEST DEER,15084,DEER LAKES COMMUNITY CHURCH OF THE NAZARENE- 1839 SAXONBURG BLVD., 1839 SAXONBURG BLVD.," 1839 SAXONBURG BLVD., WEST DEER"," 1839 SAXONBURG BLVD., WEST DEER, Pennsylvania, 15084"
MUNICIPAL OWNED BLDG,WEST DEER,15024,WEST DEER MUNICIPAL BUILDING- 109 E. UNION RD. , 109 E. UNION RD. ," 109 E. UNION RD. , WEST DEER"," 109 E. UNION RD. , WEST DEER, Pennsylvania, 15024"
SENIOR CENTERS,WEST DEER,15044,WEST DEER SENIOR CENTER- 4834 ROUTE 910, 4834 ROUTE 910," 4834 ROUTE 910, WEST DEER"," 4834 ROUTE 910, WEST DEER, Pennsylvania, 15044"
VOL FIRE STATIONS,WEST DEER,15044,WEST DEER #3 V.F.D.- 4372 GIBSONIA RD., 4372 GIBSONIA RD.," 4372 GIBSONIA RD., WEST DEER"," 4372 GIBSONIA RD., WEST DEER, Pennsylvania, 15044"
MUNICIPAL OWNED BLDG,WEST ELIZABETH,15088,WEST ELIZABETH BOROUGH BUILDING- 800 FIFTH ST., 800 FIFTH ST.," 800 FIFTH ST., WEST ELIZABETH"," 800 FIFTH ST., WEST ELIZABETH, Pennsylvania, 15088"
